filename,label
person2/negative/frame_count2_cam2.png,negative
person3/negative/frame_count1_cam0.png,negative
person5/negative/frame_count1_cam0.png,negative
person8/negative/frame_count1_cam1.png,negative
person0/negative/frame_count5_cam0.png,negative
person1/negative/frame_count1_cam1.png,negative
person2/negative/frame_count3_cam1.png,negative
person3/negative/frame_count1_cam1.png,negative
person5/negative/frame_count1_cam1.png,negative
person6/negative/frame_count1_cam1.png,negative
person7/negative/frame_count1_cam1.png,negative
person0/negative/frame_count5_cam1.png,negative
person1/negative/frame_count1_cam2.png,negative
person2/negative/frame_count3_cam2.png,negative
person3/negative/frame_count1_cam2.png,negative
person4/negative/frame_count5_cam0.png,negative
person6/negative/frame_count1_cam2.png,negative
person7/negative/frame_count1_neg_cam2.png,negative
person8/negative/frame_count2_cam0.png,negative
person0/negative/frame_count6_cam0.png,negative
person1/negative/frame_count2_cam0.png,negative
person2/negative/frame_count4_cam0.png,negative
person4/negative/frame_count5_cam1.png,negative
person5/negative/frame_count2_cam0.png,negative
person8/negative/frame_count2_cam2.png,negative
person0/negative/frame_count6_cam1.png,negative
person1/negative/frame_count2_cam1.png,negative
person2/negative/frame_count4_cam1.png,negative
person3/negative/frame_count2_cam1.png,negative
person5/negative/frame_count2_cam1.png,negative
person6/negative/frame_count2_cam1.png,negative
person8/negative/frame_count3_cam0.png,negative
person0/negative/frame_count6_cam2.png,negative
person2/negative/frame_count4_cam2.png,negative
person3/negative/frame_count2_cam2.png,negative
person5/negative/frame_count2_cam2.png,negative
person6/negative/frame_count2_cam2.png,negative
person0/negative/frame_count7_cam0.png,negative
person1/negative/frame_count3_cam0.png,negative
person2/negative/frame_count5_cam0.png,negative
person3/negative/frame_count3_cam0.png,negative
person4/negative/frame_count6_cam2.png,negative
person5/negative/frame_count3_cam0.png,negative
person8/negative/frame_count7_cam1.png,negative
person1/negative/frame_count3_cam1.png,negative
person2/negative/frame_count5_cam1.png,negative
person3/negative/frame_count3_cam1.png,negative
person4/negative/frame_count9_cam2.png,negative
person5/negative/frame_count3_cam1.png,negative
person6/negative/frame_count3_cam1.png,negative
person0/negative/frame_count8_cam1.png,negative
person1/negative/frame_count3_cam2.png,negative
person2/negative/frame_count5_cam2.png,negative
person4/negative/frame_count10_cam0.png,negative
person5/negative/frame_count3_cam2.png,negative
